p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,target,experimental_characteristics
6.38,6.276022526229115,5.970580833639868,5.482618931405026,4.842004393283217,4.087155167141654,3.2620661205596604,2.413037893728477,1.5854520807022356,0.8211013226417722,0.16284276970136505,0.3979682967826814,0.797742337024148,1.0496732995752311,1.1540322401778316,1.1224935074804185,0.9800000000000002,0.7773628359364587,0.6347473804963244,0.7402536434489283,1.0774210418619223,1.5028857687612527,1.9350004447041689,2.3285252793018985,2.653138085324047,2.8884308728316346,3.023807850486117,3.0597371678017753,3.009213272218913,2.898693992992203,2.7672072709396884,2.660908576998714,1,Mammalian
38.7,28.571020214643795,9.01352072846965,10.161342118357657,7.714617777933787,4.8886182872909805,10.895741034061828,8.50601835851581,4.015796831735326,1.3378311959517688,3.331880942432766,6.194151753662231,4.722334383212886,1.7416783472611994,0.9928479286283199,4.464773739658554,6.1220911460055865,4.689215538212122,3.429382726401728,3.647790522626205,4.019798450860369,4.541589676198268,4.998989980905813,5.073690449859151,5.4833726670931755,7.65903307313642,8.859987375415574,8.402569121181296,6.301797436285452,5.155008350146476,8.453434258709208,7.247957004254359,1,Mammalian
9.370000000000001,9.071515849372684,8.214979469320642,6.911860250291437,5.331294447321748,3.678664352769207,2.1747599178292547,1.0597327243199208,0.632317620034158,0.6099889388848769,0.35828673603753436,0.4807462526347092,1.403720706234174,2.4907754367556443,3.5362326923037757,4.3725377511917225,4.872627627882106,4.966233643253285,4.6499234102353535,3.990032040858348,3.1232724972032715,2.2698762569229016,1.7591884102061455,1.8048608675761788,2.103895060927312,2.2986605369139532,2.2573009187217035,1.9856532475360926,1.5675575278309142,1.140471052169326,0.8695295036886118,0.815171464788953,1,Mammalian
63.98,25.020635472084006,16.856640894743773,3.0055095981596684,10.726864364206023,1.8061160402360867,2.7196030201595747,2.9674106172833223,10.202944663068878,5.923651740545965,9.446786688457633,5.4505387274534876,7.188350292195506,13.658484511141403,8.80508940608262,10.733778457234452,15.189160608802581,2.7261742855108597,5.089843997061556,6.094552389924143,4.096640723994417,4.601655922401447,5.297699183456838,0.8873837575785671,6.938783769678532,4.08570056990036,2.8490112502965106,1.31275019695949,3.0971496197520403,2.9627682393741823,3.223452390671061,4.477004594216001,1,Mammalian
36.8,31.589808723539132,18.597183339935874,4.680488788300927,7.231845910959969,9.85612093116775,6.642021674456732,1.4365108136471294,3.8050074637565223,6.165955329252063,7.01230970928367,7.379675420977365,7.482125642208256,6.660174408781378,4.47804980594149,2.169250716644166,3.083796361629606,3.950476153240825,3.014403058855788,1.3266162424721937,2.097808153326945,3.489318657087098,4.293578776040055,4.604247516922825,4.317026546218724,3.165504218917947,1.3490717527779503,1.5274709265954403,2.6622925357999696,3.1643383898643385,5.043556609378726,7.754489402911219,1,Mammalian
40.81,24.81939382979752,1.6619978693357904,8.62864830626161,0.6753612067734368,2.1991576718777957,1.6850057880758527,3.023278241840763,9.135522051142777,5.239334609988187,5.162498070719677,8.009033422456065,2.9355438477092513,5.267985457025696,9.157044102521136,5.513298797057441,2.098880654063019,9.59052299990126,14.622980497069676,13.214501043206683,6.6358760251464055,5.733017712684289,8.0308119366944,3.233854012505245,6.395939090789103,6.6402881224398245,7.963409189907729,14.974309965292047,9.11583341979487,0.6388803854875712,2.4783645100413345,2.5910245238261997,1,Mammalian
14.05,12.987142149813598,10.110034660919787,6.246874703528512,2.4883286315642863,0.8934479162116783,1.987910653081966,1.8637713523428934,0.9134860522166254,1.3271084492512817,2.6498237402120157,3.6133764788915665,4.13827369454523,4.353557627506668,4.352769317179865,4.159925921439347,3.8444375401350968,3.5640910395106276,3.44519368908624,3.465101810459904,3.4969985099076246,3.376440819416068,2.921532760595654,2.0170529145584015,0.8412747662955814,1.2738999350781153,2.69444157274929,3.894799390034556,4.867269549971136,5.850387714039735,6.9282115435426155,7.833262282362017,1,Mammalian
12.79,11.732797816455957,8.876458413144876,5.072119739594541,1.6520064434332449,2.1076427077856223,3.271478903452452,3.0809974342552824,1.886801044024274,0.5704773640070567,1.396152805342029,2.358247210478264,2.903576723741706,3.1508271238421792,3.1743684904832197,2.972113959967316,2.609310253687744,2.279666295009589,2.154834241015032,2.1944895044352775,2.23517507153362,2.114131999552192,1.6601734772126635,0.7524250327082,0.5937860054505409,2.09810165305096,3.44549226888277,4.373116564001973,4.900337674058298,5.343653375906537,5.968881829883697,6.61362502067439,1,Mammalian
18.58,17.89325888014938,15.922417408328352,12.924178618240832,9.295041084071494,5.567936962047536,2.748676937776939,3.1700140560677723,5.010964723392729,6.269533492515951,6.682113074350028,6.340096231688323,5.486613077412117,4.4867349847621325,3.8387412241580847,3.975422253019919,4.775458093209488,5.789297942402942,6.686241743597525,7.265422045855756,7.397743560735997,7.016593472230591,6.134628351159878,4.868714437657695,3.482790912603515,2.4985700059338596,2.5159862956881835,3.10365161429798,3.4859544451674087,3.3430105807267476,2.626851526347418,1.4447219967718365,1,Mammalian
21.02,19.869428213461706,16.663043482837203,12.10069929408861,7.300516425134493,4.191917714000802,4.752548236412153,6.037284387897138,6.105916260682478,4.909709790795039,3.073194265208959,2.1431267185988903,3.3176954648537516,4.726737705759347,5.616847763257367,5.944404118638937,5.806151909828059,5.278931184056896,4.43931904100813,3.5304394374883987,3.1162408173260605,3.521800476647409,4.13102561245538,4.256261192734096,3.605299795791374,2.2614664804395126,1.0322582775424431,2.1016718299197716,3.4800574560287507,4.162938946633751,4.013711754991279,3.322893217392856,1,Mammalian
16.33,15.7041384088428,13.911203489743322,11.191252202406913,7.900530780963771,4.45389672963233,1.2599327365967978,1.3522994105373374,3.151865705716843,4.073068127241927,4.187197249310874,3.68478282076174,2.826609374480368,1.8873564896467165,1.151661339712285,1.0991384941008426,1.8543192821086656,3.0272490596762656,4.426146830405634,5.859845454169989,7.101652223927655,7.936084630722067,8.205642166023956,7.841416587998872,6.873306524019287,5.420001880946608,3.662617298366353,1.8089687690716254,0.06023714408127399,1.432780670045115,2.5513011826806866,3.238787584345454,1,Mammalian
